emotions,sentiment,clean_text
neutral,Positive,  hes new people dunno em said hed try
worry,Positive,watching uninvited room cant wait home deid first
enthusiasm,Positive,nc tonight june 7th im going miss nyc getting ready 21st birthday luau bbq july 11th
surprise,Neutral,  ohh def 2 u tht kenyattas cam sry want tht pic 2
sadness,Negative,wtf little 9 year old wanna thugs ugh cant friends cliques like old days
relief,Positive,  thanks girl like said im willing loss themjust want wasted
sadness,Negative,horrible day
worry,Neutral,tiggerk upset tummy issues 
sadness,Positive,  im jealous  love deer steak downsides vegetarian carnivore living
neutral,Neutral,  wish deliver alcohol state law prohibits us
worry,Negative,  sadly true
sadness,Positive,checking zensify iphone works fine landscape typing
surprise,Neutral,  video blogs anymore
love,Positive,  cute want meet wish day
worry,Negative,  im tired hungry bored revision sorry hear dinner
neutral,Neutral,ak flop comes 2k6 bet 15 raised 25 call turn a check river rag check bets 15 raise 15 calls 22
hate,Negative,okay cant twitter anymore study ugh hate school jk thoroughly dislike it
sadness,Negative,stupid net think mum broke it again
relief,Neutral,time mow lawn
neutral,Neutral,rainy day rainy
surprise,Positive,  lmao yea saw atlpics yea try act like im atl lol
sadness,Neutral,shoes me
sadness,Negative,hub day parade of course cancelled castle midshow
sadness,Negative,installed new modem meant run 5 times faster old slower hell gah slow internet kills
worry,Negative,eat broadway pizza again feelin ill
worry,Positive,  understand pains life long time hope feel bit better soon
sadness,Negative,pool today stupid weather
sadness,Negative,roscoe  smooth sailin tell song rap friends u failed
fun,Positive,love little brothers friends come
surprise,Neutral,  face home mom watching soaps
worry,Neutral,wheres bus want home
worry,Negative,think neti pot working maybe im wrong
surprise,Positive,cant believe nice weather day stuck doors day
empty,Neutral,  stamford
happiness,Positive,special edition jfpl came today time rip demo cd itunes upload ipod work
sadness,Positive,  list paid 5 in 21you cant out gettin hot went outside
worry,Negative,new landlord called cant tomorrow morning way rain parade
worry,Positive,stressing
love,Negative,love new phone hate didnt netbook today
sadness,Positive,wow bed comfy amp nap short getting work  want
happiness,Positive,  wish too enjoy weekend xxx
hate,Neutral,  travesty no and people said theyd think involving joss whedon
relief,Positive,  hey harley hope stay let haters best you people suck
worry,Positive,packing fun good thing new united going fun
happiness,Positive,playing munchkin today talking cakes getting ready yard sale tomorrow looking forward
sadness,Negative,recieved mail month life boring
neutral,Neutral,  course coming boise
hate,Neutral,ughh phone hp
sadness,Positive,wheres happiness
sadness,Negative,little slow try one ben amp jerrys mission marzipan bit letdown
worry,Neutral,got rejection email jeffco schools fingers crossed boulder valley
fun,Positive,  lol cause dad let me keeps waking
neutral,Neutral,  tell hasnt miss boge
neutral,Positive,  wow sounds way stressful job thought continuing edu making move
love,Neutral,  thank you care look face
worry,Positive,ow shoulder muscle i cant remember p hurts do know
neutral,Negative,  sucks
worry,Negative,tired whyyyyy stop merm going fun tonight
worry,Neutral,  did parents got fd started comforteating
worry,Neutral,  dads fever nite needs 2 bottles blood trasfusionloaded 1 today1 tomorrow
worry,Negative,know evening amp r e n g work tomorrow sucks
sadness,Neutral,feeling well food poisoning
worry,Positive,  great saying im old 28 all
worry,Positive,  lol gross theyre gross
neutral,Negative,little miss ugly
surprise,Negative,heading south i95 jacked mess sr 234
worry,Positive,work buddy left early today im lonely lookin time barely min later time
relief,Neutral,allies coming
neutral,Negative,  took forum access away fail
worry,Neutral,laptop going die working
fun,Positive,  u funny u right like bsb im fan u love better tupac amp tlc2 bad theyre singing anymore
sadness,Neutral,powerdvd want play pushing daisies dvd want screenies icons with copy protection gone bonkers
surprise,Neutral,raining staunton again need rain means ive got sitting outside people see
neutral,Negative,  blah got shot hospital taking gravol moving slow
surprise,Neutral,guitar aint herew yet feel like lost limb
sadness,Negative,home sick
worry,Neutral,guitar aint yet feel like lost limb
worry,Neutral,  yesterday
hate,Neutral,friday night workingoh waitits saturday morning
neutral,Positive,  maybe ill day thanks im swined
neutral,Neutral,planning homethe regression process motion
love,Neutral,  mobile like
worry,Negative,omg im sad jus took gossip girl
worry,Negative,man waking sucks u work like 30 min later
worry,Neutral,hair looks sooo short
worry,Positive,oh today friend goes usa  im going miss much  great time darling
neutral,Negative,  sooo mad
sadness,Neutral,miss
empty,Neutral,twitter issues eating tweets
enthusiasm,Negative,cant wait start weekend im sick working selfmedicate im fresh herb
sadness,Neutral,  trying guilt coming alumni weekend think year suck lot
neutral,Positive,great lunch stuck traffic
sadness,Negative,sick
sadness,Positive,im sleep deprived hot sleep
enthusiasm,Positive,  im jealousi need 2 escape 2 lol
sadness,Positive,  got bit face doberman years old wanted kiss neighbor 13 
worry,Positive,  hope son okay
worry,Positive,  lost help find good home
worry,Neutral,  blah
empty,Neutral,waitin man home  waitin 4 hours
neutral,Neutral,  dang dogs central northern
sadness,Neutral,way dads sistas rip deb
worry,Negative,hate taking antibiotics think need some boooooo
neutral,Neutral,  moved away house found way
happiness,Positive,  called me that nest time sure maybe ill come la soon hella wana disneyland
worry,Positive,laptop broke wants help girl best buy weekend ill feed u
worry,Neutral,  hey followers atl
worry,Positive,  aww im sorry ray wise appeared  watch   everyday friday best aots
sadness,Neutral,    sniff feel left out grin
sadness,Negative,home sick fridaystudying im point weekend ruined
worry,Neutral,happened chocolate cigarettes replete rice paper filter fag packet miss em
worry,Negative,suns gone hopefully nice weather tommorrow work depressing 
neutral,Positive,  voting over like days ago think told friends 2 vote million times win love
boredom,Neutral,  watch with peeps actually focused finals already
worry,Positive,  miss jack n box whataburger oooo taco cabanaaaaaa lmao
fun,Positive,things left sweep mop load van fun tonight
happiness,Positive,  knowi too yes cant wait bb love it heard theyre showing 24 hr live streaming year
neutral,Neutral, 
sadness,Neutral,eat sandwhich guys meeting sushi brag about
neutral,Negative,  thats it work
worry,Positive,banana 2 cups coffeenot healthy breakfast
relief,Positive,  aww could would gby 
happiness,Positive,  yeah went satellite beach today flattt good skimming though
sadness,Neutral,facebook farm town slower slower
worry,Positive,life fair gt feel
worry,Negative,worst day evergraduation
neutral,Positive,  saw weeks ago hate impressed fun good though
neutral,Positive,new camera   rip hot pink polaroid i733
empty,Positive,  know okay homebirth moot point were w babies
relief,Neutral,  course
sadness,Negative,good news time incredibly hard decision
neutral,Neutral,  mask whoooops
happiness,Neutral,day time visit parents unmarried woman 8521589   
neutral,Neutral,started week wedding ending week funeral
neutral,Neutral,  start tomorrow going book sam forgot
worry,Neutral,want
sadness,Positive,today sore surgery day glad took extra sick day recovery expected 6 weeks calling lawn service firms today
worry,Positive,math class ugh class act damn quiz gotta act fast
surprise,Negative,  pansy wtf codeh
sadness,Negative,dishes im train newcastle leave nontweetinggirlfriend 2 weeks bit sad
neutral,Neutral,  kinda hope died fire cause didnt like sign body
worry,Negative,getting impatient turnaround time repairs broken arrival new espresso machine fb
neutral,Positive,sneezing frequently
worry,Positive,kicked school thing know need job live city
worry,Neutral, vote day 
surprise,Neutral,  got sonic me
worry,Neutral,  awe  know cats got skin cancer
worry,Positive,wow were going war korea goes chances grandma
surprise,Neutral,wish u2 beta key worked now want wait till wednesday play
worry,Neutral,aint vanilla frosty yet
neutral,Negative,ninja sushi lunch dominicks sour gummy worms
neutral,Neutral,bored sleepy listening music p project s
worry,Negative,im finished 3rd year moving 4th year monday soooo scary time year finished standard grade exams
enthusiasm,Neutral,   vote day 
worry,Negative,wonder knows shallow airy amp dumb tweets sound guess bc didshed probably stop
neutral,Neutral,  mega burguer lunch yesterday
sadness,Neutral,ohhhh sadi didnt it
worry,Neutral,  sister suppose meeting today birmingham reschedule
hate,Negative,borrowing moms lenovo laptop trackpad battery life suck balls quarters seriously missing macbook pro
love,Positive,  thats love you shameless lol yetbut aint lol frehleyfriday
neutral,Neutral,dj hero coming soon whos getting it like ima retire guitar hero
empty,Negative,  bored
worry,Neutral,want bocum tottal lostalone passport dam poorness
worry,Positive,want milkshake money
worry,Positive,ate like tons chocolate today 3 weeks eating healthy gone day unlimited eating lol
sadness,Positive,wants tonight cant home
worry,Negative,wonders im 1 dat n church sumtime nt knowng certain sungs like erbdy knows u quickly feel bad cnt sing 
sadness,Positive,  talking hes probably  
worry,Negative,  indeed fail
neutral,Neutral,minibar listening politics maybe tech starups soon
enthusiasm,Negative,wants meet jeff hardy beth britt bad soo annoying x x
worry,Positive,anymore exams 3 days left ive relized bad thing good thing dont know
worry,Neutral,java working  hmph cant upload photos facebook
neutral,Negative,url previous post to timer job  id removed space messed url es
fun,Negative,visiting grandparents manhattan dropping sister week wish excuse tired today
sadness,Neutral,  hahah too haley gets hit car yay leyton
worry,Negative,yeah wasting time fail
neutral,Positive,  amazing gonna scratched sooo lol 4 movies 30 tv shows already
neutral,Negative,tired amp ready bed mood salt amp pepper chicken wings amp noodles money chinese
happiness,Positive,  sounds like nice relaxing afternoon mow lawn walk dog
neutral,Neutral,working homework
neutral,Negative,going house pick dvds bapang pick ditos forgot pick dvds dito
sadness,Negative,going busy day sucks cause wanted spend time earlier today
neutral,Neutral,  damn dude dia 06 20 e 27 eu tenho curso na drc flash expert
hate,Negative,thing hate playoff pens hockey tickets are wanted game 300 ticket
surprise,Positive,oh great tampa people  anybody area know works jain society tampa bay phone s work
worry,Neutral,  voted u personal myspace talking fakes lt3 you u helped hrdest time life  x
worry,Neutral,proper cba out
neutral,Positive,  read happy
neutral,Neutral,alicias tonight idkkkk ughhh
sadness,Positive,    ohio lovers tattoo got design shirt haha lost shirt
neutral,Neutral,drivers ed dance
sadness,Negative,sadly sitting home going partyyyyy
worry,Neutral,  tried want listen know anymore feel like care anymore
